"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"J2";"S3B-PH-K-S(LF)(SN)";1;"S3B-PH-K-S(LF)(SN)";;;
2;"J1,J3,J4";"S2B-PH-K-S(LF)(SN)";3;"S2B-PH-K-S(LF)(SN)";;;
3;"C1";"C0402";1;"CL05A105KA5NQNC";;;
4;"LED1";"LED0603";1;"LTST-C191KGKT";;;
5;"LED2";"LED0603";1;"LTST-C191KFKT";;;
6;"R1,R3";"R0402";2;"RC1005F102CS";;;
7;"R2";"R0402";1;"RC1005F4870CS";;;
8;"R4,R5";"R0603";2;"RC1608J202CS";;;
9;"R6,R7";"R0603";2;"ERA-3AEB3741V";;;
10;"U1";"BQ24210";1;"BQ24210DQCT";;;
